,State,MSA,Month,YTD_Rental_Goals
3416,TN,Other TN,2022-09-30,369.999997
3417,TN,Other TN,2022-10-31,370.33333
3418,TN,Other TN,2022-11-30,370.666663
3419,TN,Other TN,2022-12-31,370.999996
3420,TX,Austin TX,2022-01-31,806.666667
3421,TX,Austin TX,2022-02-28,807.333334
3422,TX,Austin TX,2022-03-31,808.000001
3423,TX,Austin TX,2022-04-30,808.666668
3424,TX,Austin TX,2022-05-31,809.333335
3425,TX,Austin TX,2022-06-30,810.000002
3426,TX,Austin TX,2022-07-31,810.666669
3427,TX,Austin TX,2022-08-31,811.333336
3428,TX,Austin TX,2022-09-30,812.000003
3429,TX,Austin TX,2022-10-31,812.66667
3430,TX,Austin TX,2022-11-30,813.333337
3431,TX,Austin TX,2022-12-31,814.000004
3432,TX,Dallas TX,2022-01-31,1181.0
3433,TX,Dallas TX,2022-02-28,1182.0
3434,TX,Dallas TX,2022-03-31,1183.0
3435,TX,Dallas TX,2022-04-30,1184.0
3436,TX,Dallas TX,2022-05-31,1185.0
3437,TX,Dallas TX,2022-06-30,1186.0
3438,TX,Dallas TX,2022-07-31,1187.0
3439,TX,Dallas TX,2022-08-31,1188.0
3440,TX,Dallas TX,2022-09-30,1189.0
3441,TX,Dallas TX,2022-10-31,1190.0
3442,TX,Dallas TX,2022-11-30,1191.0
3443,TX,Dallas TX,2022-12-31,1192.0
3444,TX,El Paso TX,2022-01-31,247.166667
3445,TX,El Paso TX,2022-02-28,247.333334
3446,TX,El Paso TX,2022-03-31,247.500001
3447,TX,El Paso TX,2022-04-30,247.666668
3448,TX,El Paso TX,2022-05-31,247.833335
3449,TX,El Paso TX,2022-06-30,248.000002
3450,TX,El Paso TX,2022-07-31,248.166669
3451,TX,El Paso TX,2022-08-31,248.333336
3452,TX,El Paso TX,2022-09-30,248.500003
3453,TX,El Paso TX,2022-10-31,248.66667
3454,TX,El Paso TX,2022-11-30,248.833337
3455,TX,El Paso TX,2022-12-31,249.000004
3456,TX,Fort Worth-Arlington TX,2022-01-31,969.833333
3457,TX,Fort Worth-Arlington TX,2022-02-28,970.666666
3458,TX,Fort Worth-Arlington TX,2022-03-31,971.499999
3459,TX,Fort Worth-Arlington TX,2022-04-30,972.333332
3460,TX,Fort Worth-Arlington TX,2022-05-31,973.166665
3461,TX,Fort Worth-Arlington TX,2022-06-30,973.999998
3462,TX,Fort Worth-Arlington TX,2022-07-31,974.833331
3463,TX,Fort Worth-Arlington TX,2022-08-31,975.666664
3464,TX,Fort Worth-Arlington TX,2022-09-30,976.499997
3465,TX,Fort Worth-Arlington TX,2022-10-31,977.33333
3466,TX,Fort Worth-Arlington TX,2022-11-30,978.166663
3467,TX,Fort Worth-Arlington TX,2022-12-31,978.999996
3468,TX,Houston TX,2022-01-31,1437.166667
3469,TX,Houston TX,2022-02-28,1438.333334
3470,TX,Houston TX,2022-03-31,1439.500001
3471,TX,Houston TX,2022-04-30,1440.666668
3472,TX,Houston TX,2022-05-31,1441.833335
3473,TX,Houston TX,2022-06-30,1443.000002
3474,TX,Houston TX,2022-07-31,1444.166669
3475,TX,Houston TX,2022-08-31,1445.333336
3476,TX,Houston TX,2022-09-30,1446.500003
3477,TX,Houston TX,2022-10-31,1447.66667
3478,TX,Houston TX,2022-11-30,1448.833337
3479,TX,Houston TX,2022-12-31,1450.000004
3480,TX,Other TX,2022-01-31,1778.5
3481,TX,Other TX,2022-02-28,1780.0
3482,TX,Other TX,2022-03-31,1781.5
3483,TX,Other TX,2022-04-30,1783.0
3484,TX,Other TX,2022-05-31,1784.5
3485,TX,Other TX,2022-06-30,1786.0
3486,TX,Other TX,2022-07-31,1787.5
3487,TX,Other TX,2022-08-31,1789.0
3488,TX,Other TX,2022-09-30,1790.5
3489,TX,Other TX,2022-10-31,1792.0
3490,TX,Other TX,2022-11-30,1793.5
3491,TX,Other TX,2022-12-31,1795.0
3492,TX,San Antonio TX,2022-01-31,1385.166667
3493,TX,San Antonio TX,2022-02-28,1386.333334
3494,TX,San Antonio TX,2022-03-31,1387.500001
3495,TX,San Antonio TX,2022-04-30,1388.666668
3496,TX,San Antonio TX,2022-05-31,1389.833335
3497,TX,San Antonio TX,2022-06-30,1391.000002
3498,TX,San Antonio TX,2022-07-31,1392.166669
3499,TX,San Antonio TX,2022-08-31,1393.333336
3500,TX,San Antonio TX,2022-09-30,1394.500003
3501,TX,San Antonio TX,2022-10-31,1395.66667
3502,TX,San Antonio TX,2022-11-30,1396.833337
3503,TX,San Antonio TX,2022-12-31,1398.000004
3504,UT,Other UT,2022-01-31,351.25
3505,UT,Other UT,2022-02-28,351.5
3506,UT,Other UT,2022-03-31,351.75
3507,UT,Other UT,2022-04-30,352.0
3508,UT,Other UT,2022-05-31,352.25
3509,UT,Other UT,2022-06-30,352.5
3510,UT,Other UT,2022-07-31,352.75
3511,UT,Other UT,2022-08-31,353.0
3512,UT,Other UT,2022-09-30,353.25
3513,UT,Other UT,2022-10-31,353.5
3514,UT,Other UT,2022-11-30,353.75
3515,UT,Other UT,2022-12-31,354.0
3516,UT,Salt Lake City UT,2022-01-31,429.333333
3517,UT,Salt Lake City UT,2022-02-28,429.666666
3518,UT,Salt Lake City UT,2022-03-31,429.999999
3519,UT,Salt Lake City UT,2022-04-30,430.333332
3520,UT,Salt Lake City UT,2022-05-31,430.666665
3521,UT,Salt Lake City UT,2022-06-30,430.999998
3522,UT,Salt Lake City UT,2022-07-31,431.333331
3523,UT,Salt Lake City UT,2022-08-31,431.666664
3524,UT,Salt Lake City UT,2022-09-30,431.999997
3525,UT,Salt Lake City UT,2022-10-31,432.33333
3526,UT,Salt Lake City UT,2022-11-30,432.666663
3527,UT,Salt Lake City UT,2022-12-31,432.999996
3528,VA,Norfolk-VA Beach VA,2022-01-31,616.5
3529,VA,Norfolk-VA Beach VA,2022-02-28,617.0
3530,VA,Norfolk-VA Beach VA,2022-03-31,617.5
3531,VA,Norfolk-VA Beach VA,2022-04-30,618.0
3532,VA,Norfolk-VA Beach VA,2022-05-31,618.5
3533,VA,Norfolk-VA Beach VA,2022-06-30,619.0
3534,VA,Norfolk-VA Beach VA,2022-07-31,619.5
3535,VA,Norfolk-VA Beach VA,2022-08-31,620.0
3536,VA,Norfolk-VA Beach VA,2022-09-30,620.5
3537,VA,Norfolk-VA Beach VA,2022-10-31,621.0
3538,VA,Norfolk-VA Beach VA,2022-11-30,621.5
3539,VA,Norfolk-VA Beach VA,2022-12-31,622.0
3540,VA,Other VA,2022-01-31,360.333333
3541,VA,Other VA,2022-02-28,360.666666
3542,VA,Other VA,2022-03-31,360.999999
3543,VA,Other VA,2022-04-30,361.333332
3544,VA,Other VA,2022-05-31,361.666665
3545,VA,Other VA,2022-06-30,361.999998
3546,VA,Other VA,2022-07-31,362.333331
3547,VA,Other VA,2022-08-31,362.666664
3548,VA,Other VA,2022-09-30,362.999997
3549,VA,Other VA,2022-10-31,363.33333
3550,VA,Other VA,2022-11-30,363.666663
3551,VA,Other VA,2022-12-31,363.999996
3552,VA,Richmond-Petersburg VA,2022-01-31,614.5
3553,VA,Richmond-Petersburg VA,2022-02-28,615.0
3554,VA,Richmond-Petersburg VA,2022-03-31,615.5
3555,VA,Richmond-Petersburg VA,2022-04-30,616.0
3556,VA,Richmond-Petersburg VA,2022-05-31,616.5
3557,VA,Richmond-Petersburg VA,2022-06-30,617.0
3558,VA,Richmond-Petersburg VA,2022-07-31,617.5
3559,VA,Richmond-Petersburg VA,2022-08-31,618.0
3560,VA,Richmond-Petersburg VA,2022-09-30,618.5
3561,VA,Richmond-Petersburg VA,2022-10-31,619.0
3562,VA,Richmond-Petersburg VA,2022-11-30,619.5
3563,VA,Richmond-Petersburg VA,2022-12-31,620.0
3564,VA,VA-DC Suburbs VA,2022-01-31,868.666667
3565,VA,VA-DC Suburbs VA,2022-02-28,869.333334
3566,VA,VA-DC Suburbs VA,2022-03-31,870.000001
3567,VA,VA-DC Suburbs VA,2022-04-30,870.666668
3568,VA,VA-DC Suburbs VA,2022-05-31,871.333335
3569,VA,VA-DC Suburbs VA,2022-06-30,872.000002
3570,VA,VA-DC Suburbs VA,2022-07-31,872.666669
3571,VA,VA-DC Suburbs VA,2022-08-31,873.333336
3572,VA,VA-DC Suburbs VA,2022-09-30,874.000003
3573,VA,VA-DC Suburbs VA,2022-10-31,874.66667
3574,VA,VA-DC Suburbs VA,2022-11-30,875.333337
3575,VA,VA-DC Suburbs VA,2022-12-31,876.000004
3576,VT,Vermont,2022-01-31,43.0
3577,VT,Vermont,2022-02-28,43.0
3578,VT,Vermont,2022-03-31,43.0
3579,VT,Vermont,2022-04-30,43.0
3580,VT,Vermont,2022-05-31,43.0
3581,VT,Vermont,2022-06-30,43.0
3582,VT,Vermont,2022-07-31,43.0
3583,VT,Vermont,2022-08-31,43.0
3584,VT,Vermont,2022-09-30,43.0
3585,VT,Vermont,2022-10-31,43.0
3586,VT,Vermont,2022-11-30,43.0
3587,VT,Vermont,2022-12-31,43.0
3588,WA,Other WA,2022-01-31,409.333333
3589,WA,Other WA,2022-02-28,409.666666
3590,WA,Other WA,2022-03-31,409.999999
3591,WA,Other WA,2022-04-30,410.333332
3592,WA,Other WA,2022-05-31,410.666665
3593,WA,Other WA,2022-06-30,410.999998
3594,WA,Other WA,2022-07-31,411.333331
3595,WA,Other WA,2022-08-31,411.666664
3596,WA,Other WA,2022-09-30,411.999997
3597,WA,Other WA,2022-10-31,412.33333
3598,WA,Other WA,2022-11-30,412.666663
3599,WA,Other WA,2022-12-31,412.999996
3600,WA,Seattle WA,2022-01-31,552.416667
3601,WA,Seattle WA,2022-02-28,552.833334
3602,WA,Seattle WA,2022-03-31,553.250001
3603,WA,Seattle WA,2022-04-30,553.666668
3604,WA,Seattle WA,2022-05-31,554.083335
3605,WA,Seattle WA,2022-06-30,554.500002
3606,WA,Seattle WA,2022-07-31,554.916669
3607,WA,Seattle WA,2022-08-31,555.333336
3608,WA,Seattle WA,2022-09-30,555.750003
3609,WA,Seattle WA,2022-10-31,556.16667
3610,WA,Seattle WA,2022-11-30,556.583337
3611,WA,Seattle WA,2022-12-31,557.000004
3612,WA,Spokane WA,2022-01-31,107.083333
3613,WA,Spokane WA,2022-02-28,107.166666
3614,WA,Spokane WA,2022-03-31,107.249999
3615,WA,Spokane WA,2022-04-30,107.333332
3616,WA,Spokane WA,2022-05-31,107.416665
3617,WA,Spokane WA,2022-06-30,107.499998
3618,WA,Spokane WA,2022-07-31,107.583331
3619,WA,Spokane WA,2022-08-31,107.666664
3620,WA,Spokane WA,2022-09-30,107.749997
3621,WA,Spokane WA,2022-10-31,107.83333
3622,WA,Spokane WA,2022-11-30,107.916663
3623,WA,Spokane WA,2022-12-31,107.999996
3624,WA,Tacoma WA,2022-01-31,293.25
3625,WA,Tacoma WA,2022-02-28,293.5
3626,WA,Tacoma WA,2022-03-31,293.75
3627,WA,Tacoma WA,2022-04-30,294.0
3628,WA,Tacoma WA,2022-05-31,294.25
3629,WA,Tacoma WA,2022-06-30,294.5
3630,WA,Tacoma WA,2022-07-31,294.75
3631,WA,Tacoma WA,2022-08-31,295.0
3632,WA,Tacoma WA,2022-09-30,295.25
3633,WA,Tacoma WA,2022-10-31,295.5
3634,WA,Tacoma WA,2022-11-30,295.75
3635,WA,Tacoma WA,2022-12-31,296.0
3636,WI,Green Bay-Appleton WI,2022-01-31,289.25
3637,WI,Green Bay-Appleton WI,2022-02-28,289.5
3638,WI,Green Bay-Appleton WI,2022-03-31,289.75
3639,WI,Green Bay-Appleton WI,2022-04-30,290.0
3640,WI,Green Bay-Appleton WI,2022-05-31,290.25
3641,WI,Green Bay-Appleton WI,2022-06-30,290.5
3642,WI,Green Bay-Appleton WI,2022-07-31,290.75
3643,WI,Green Bay-Appleton WI,2022-08-31,291.0
3644,WI,Green Bay-Appleton WI,2022-09-30,291.25
3645,WI,Green Bay-Appleton WI,2022-10-31,291.5
3646,WI,Green Bay-Appleton WI,2022-11-30,291.75
3647,WI,Green Bay-Appleton WI,2022-12-31,292.0
3648,WI,Madison WI,2022-01-31,331.25
3649,WI,Madison WI,2022-02-28,331.5
3650,WI,Madison WI,2022-03-31,331.75
3651,WI,Madison WI,2022-04-30,332.0
3652,WI,Madison WI,2022-05-31,332.25
3653,WI,Madison WI,2022-06-30,332.5
3654,WI,Madison WI,2022-07-31,332.75
3655,WI,Madison WI,2022-08-31,333.0
3656,WI,Madison WI,2022-09-30,333.25
3657,WI,Madison WI,2022-10-31,333.5
3658,WI,Madison WI,2022-11-30,333.75
3659,WI,Madison WI,2022-12-31,334.0
3660,WI,Milwaukee WI,2022-01-31,410.333333
3661,WI,Milwaukee WI,2022-02-28,410.666666
3662,WI,Milwaukee WI,2022-03-31,410.999999
3663,WI,Milwaukee WI,2022-04-30,411.333332
3664,WI,Milwaukee WI,2022-05-31,411.666665
3665,WI,Milwaukee WI,2022-06-30,411.999998
3666,WI,Milwaukee WI,2022-07-31,412.333331
3667,WI,Milwaukee WI,2022-08-31,412.666664
3668,WI,Milwaukee WI,2022-09-30,412.999997
3669,WI,Milwaukee WI,2022-10-31,413.33333
3670,WI,Milwaukee WI,2022-11-30,413.666663
3671,WI,Milwaukee WI,2022-12-31,413.999996
3672,WI,Other WI,2022-01-31,445.333333
3673,WI,Other WI,2022-02-28,445.666666
3674,WI,Other WI,2022-03-31,445.999999
3675,WI,Other WI,2022-04-30,446.333332
3676,WI,Other WI,2022-05-31,446.666665
3677,WI,Other WI,2022-06-30,446.999998
3678,WI,Other WI,2022-07-31,447.333331
3679,WI,Other WI,2022-08-31,447.666664
3680,WI,Other WI,2022-09-30,447.999997
3681,WI,Other WI,2022-10-31,448.33333
3682,WI,Other WI,2022-11-30,448.666663
3683,WI,Other WI,2022-12-31,448.999996
3684,WV,Charleston WV,2022-01-31,55.083333
3685,WV,Charleston WV,2022-02-28,55.166666
3686,WV,Charleston WV,2022-03-31,55.249999
3687,WV,Charleston WV,2022-04-30,55.333332
3688,WV,Charleston WV,2022-05-31,55.416665
3689,WV,Charleston WV,2022-06-30,55.499998
3690,WV,Charleston WV,2022-07-31,55.583331
3691,WV,Charleston WV,2022-08-31,55.666664
3692,WV,Charleston WV,2022-09-30,55.749997
3693,WV,Charleston WV,2022-10-31,55.83333
3694,WV,Charleston WV,2022-11-30,55.916663
3695,WV,Charleston WV,2022-12-31,55.999996
3696,WV,Other WV,2022-01-31,40.0
3697,WV,Other WV,2022-02-28,40.0
3698,WV,Other WV,2022-03-31,40.0
3699,WV,Other WV,2022-04-30,40.0
3700,WV,Other WV,2022-05-31,40.0
3701,WV,Other WV,2022-06-30,40.0
3702,WV,Other WV,2022-07-31,40.0
3703,WV,Other WV,2022-08-31,40.0
3704,WV,Other WV,2022-09-30,40.0
3705,WV,Other WV,2022-10-31,40.0
3706,WV,Other WV,2022-11-30,40.0
3707,WV,Other WV,2022-12-31,40.0
3708,WY,Wyoming,2022-01-31,75.083333
3709,WY,Wyoming,2022-02-28,75.166666
3710,WY,Wyoming,2022-03-31,75.249999
3711,WY,Wyoming,2022-04-30,75.333332
3712,WY,Wyoming,2022-05-31,75.416665
3713,WY,Wyoming,2022-06-30,75.499998
3714,WY,Wyoming,2022-07-31,75.583331
3715,WY,Wyoming,2022-08-31,75.666664
3716,WY,Wyoming,2022-09-30,75.749997
3717,WY,Wyoming,2022-10-31,75.83333
3718,WY,Wyoming,2022-11-30,75.916663
3719,WY,Wyoming,2022-12-31,75.999996
